data/compact1.txt https://www.compact-online.de/wow-chinesische-soldatinnen-die-schaerfste-waffe-gegen-uncle-sam/ 2018-01-25 |['Jürgen Elsässer'] | Internationale Politik |radically right| None
data/compact2203.txt https://www.compact-online.de/dear-brits-why-you-must-leave-the-eu-liebe-briten-warum-ihr-die-eu-verlassen-muesst-englisch-deutsch/ 2016-06-22 |['Katja Wolters'] | Highlights |radically right| None
data/compact2204.txt https://www.compact-online.de/verelendung-nach-plan/ 2016-06-22 |['Tino Perlick'] | Highlights |radically right| None
data/compact2205.txt https://www.compact-online.de/orlando-oder-die-lebensluegen-der-homosexuellen/ 2016-06-22 |['Gast Autor'] | Highlights |radically right| None
data/compact2206.txt https://www.compact-online.de/die-grosse-zerstoererin/ 2016-06-21 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact2207.txt https://www.compact-online.de/roms-buergermeisterwahl-links-populistin-schlaegt-establishment/ 2016-06-21 |['Kristin von Appen'] | Highlights |radically right| None
data/compact2208.txt https://www.compact-online.de/nigel-farage-eu-hat-mordsangst/ 2016-06-21 |['Tino Perlick'] | Highlights |radically right| None
data/compact2209.txt https://www.compact-online.de/15-schreckenszitate-aus-der-eu-diktatur/ 2016-06-20 |['COMPACT'] | Highlights |radically right| None
data/compact2210.txt https://www.compact-online.de/luxemburgs-aussenminister-wozu-brexit-referendum-die-eu-ist-doch-nicht-moskau/ 2016-06-20 |['Esmiralda Sturm'] | Highlights |radically right| None
data/compact2211.txt https://www.compact-online.de/daenemark-63-staatsbuergerschaftsbewerber-fallen-bei-wissenstest-durch/ 2016-06-19 |['Stefan Lüdemann'] | Internationale Politik |radically right| None
data/compact2212.txt https://www.compact-online.de/lieber-nen-anstaendigen-aufstand-als-nen-aufstand-der-anstaendigen/ 2016-06-19 |['Valentina Schacht'] | Highlights |radically right| None
data/compact2213.txt https://www.compact-online.de/antifa-hetzt-jetzt-auch-gegen-minderjaehrige/ 2016-06-18 |['Federico Bischoff'] | Highlights |radically right| None
data/compact2214.txt https://www.compact-online.de/schwarzer-ex-bundesligaprofi-besuchte-asylprotest-in-sachsen/ 2016-06-17 |['Tino Perlick'] | Highlights |radically right| None
data/compact2215.txt https://www.compact-online.de/mord-an-jo-cox-eu-befuerworter-beschuldigen-brexit-anhaenger-der-anstiftung/ 2016-06-17 |['V. Berger'] | Highlights |radically right| None
data/compact2216.txt https://www.compact-online.de/wegen-islam-kritik-facebook-loescht-homosexuellen-seiten/ 2016-06-17 |['Karel Meissner'] | Highlights |radically right| None
data/compact2217.txt https://www.compact-online.de/mord-an-labour-politikerin-jo-cox-zeuge-widerspricht-offizieller-medien-version/ 2016-06-17 |['V. Berger'] | Highlights |radically right| None
data/compact2218.txt https://www.compact-online.de/eu-beitrittsgesuch-der-schweiz-endlich-im-papierkorb-versenkt/ 2016-06-16 |['A. Benjamine Moser'] | Highlights |radically right| None
data/compact2219.txt https://www.compact-online.de/nato-bereit-fuer-cyber-krieg-mit-russland/ 2016-06-15 |['Paula Varga'] | Internationale Politik |radically right| None
data/compact2220.txt https://www.compact-online.de/server-skandal-putin-will-clintons-emails-veroeffentlichen/ 2016-06-15 |['Max Z. Kowalsky'] | Highlights |radically right| None
data/compact2221.txt https://www.compact-online.de/britische-regierung-droht-falls-brexit-dann-steuern-rauf-und-rente-runter/ 2016-06-15 |['Esmiralda Sturm'] | Highlights |radically right| None
data/compact2222.txt https://www.compact-online.de/video-afd-brandenburg-fuehrt-genderwahnsinn-vor/ 2016-06-14 |['Katja Wolters'] | Highlights |radically right| None
data/compact2223.txt https://www.compact-online.de/freiheit-fuer-deutschland-panzergeneral-a-d-schultze-rhonhoff-spricht-bei-compact-live/ 2016-06-14 |['COMPACT'] | Highlights |radically right| None
data/compact2224.txt https://www.compact-online.de/74241-2/ 2016-06-14 |['Karel Meissner'] | Highlights |radically right| None
data/compact2225.txt https://www.compact-online.de/trump-ueber-obamas-islamverhaeltnis-etwas-verdaechtiges-geht-da-vor/ 2016-06-13 |['Tino Perlick'] | Internationale Politik |radically right| None
data/compact2226.txt https://www.compact-online.de/propaganada-presse-brexit-als-aufstand-der-unbrauchbaren/ 2016-06-13 |['Valentina Schacht'] | Innenpolitik |radically right| None
data/compact2227.txt https://www.compact-online.de/74241-2/ 2016-06-14 |['Karel Meissner'] | Highlights |radically right| None
data/compact2228.txt https://www.compact-online.de/trump-ueber-obamas-islamverhaeltnis-etwas-verdaechtiges-geht-da-vor/ 2016-06-13 |['Tino Perlick'] | Internationale Politik |radically right| None
data/compact2229.txt https://www.compact-online.de/propaganada-presse-brexit-als-aufstand-der-unbrauchbaren/ 2016-06-13 |['Valentina Schacht'] | Innenpolitik |radically right| None
data/compact2230.txt https://www.compact-online.de/trump-ueber-orlando-werden-bald-kein-land-mehr-haben/ 2016-06-13 |['Tino Perlick'] | Highlights |radically right| None
data/compact2231.txt https://www.compact-online.de/massaker-is-schlug-in-us-homoclub-zu/ 2016-06-12 |['Karel Meissner'] | Highlights |radically right| None
data/compact2232.txt https://www.compact-online.de/gruene-jugend-keine-deutschland-fahnen-zur-em/ 2016-06-12 |['V. Berger'] | Highlights |radically right| None
data/compact2233.txt https://www.compact-online.de/spoe-bundeskanzler-kern-oesterreich-ist-eine-rechtsradikale-bananenrepublik/ 2016-06-12 |['V. Berger'] | Highlights |radically right| None
data/compact2234.txt https://www.compact-online.de/bilderserie-compact-leser-protestieren-gegen-bilderberger-treffen-in-dresden/ 2016-06-12 |['Martin Müller-Mertens'] | Highlights |radically right| None
data/compact2235.txt https://www.compact-online.de/die-eu-ist-der-tod-der-demokratie-_-interview-mit-nigel-farage/ 2016-06-11 |['Tino Perlick'] | Highlights |radically right| None
data/compact2236.txt https://www.compact-online.de/oberlandesgericht-bamberg-akzeptiert-ehe-einer-minderjaehrigen-syrerin/ 2016-06-11 |['Kristin von Appen'] | Highlights |radically right| None
data/compact2237.txt https://www.compact-online.de/die-zeit-oder-warum-wir-so-konformistisch-sind/ 2016-06-11 |['Paula Varga'] | Allgemein |radically right| None
data/compact2238.txt https://www.compact-online.de/nato-kommandeur-will-militaerischen-schengenraum/ 2016-06-10 |['Max Z. Kowalsky'] | Highlights |radically right| None
data/compact2239.txt https://www.compact-online.de/refugees-welcome-in-neoliberaler-sklaverei-das-neue-integrationsgesetz/ 2016-06-10 |['Esmiralda Sturm'] | Highlights |radically right| None
data/compact2240.txt https://www.compact-online.de/jung-suess-maedchenhaft-achtung-maulwurf/ 2016-06-10 |['Esmiralda Sturm'] | Innenpolitik |radically right| None
data/compact2241.txt https://www.compact-online.de/weltmensch-schaeuble-verraet-deutschland/ 2016-06-09 |['Max Z. Kowalsky'] | Allgemein |radically right| None
data/compact2242.txt https://www.compact-online.de/duesseldorf-feuer-in-asylunterkunft-aus-ramadan-frust-gelegt/ 2016-06-09 |['Tino Perlick'] | Highlights |radically right| None
data/compact2243.txt https://www.compact-online.de/zeit-schiesst-volle-breit-seite-gegen-compact/ 2016-06-09 |['Jürgen Elsässer'] | Highlights |radically right| None
data/compact2244.txt https://www.compact-online.de/genoziddebatte-deutsche-und-tuerken-im-selben-boot/ 2016-06-09 |['Arne Fischer'] | Allgemein |radically right| None
data/compact2245.txt https://www.compact-online.de/verschiebt-sich-van-der-bellens-vereidigung-hofer-als-provisorischer-bundespraesident/ 2016-06-09 |['Esmiralda Sturm'] | Highlights |radically right| None
data/compact2246.txt https://www.compact-online.de/asylheim-neben-fkk-camp-integration-durch-provokation/ 2016-06-08 |['Karel Meissner'] | Allgemein |radically right| None
data/compact2247.txt https://www.compact-online.de/bilderberger-warum-wir-unter-uns-bleiben-wollen/ 2016-06-08 |['Paula Varga'] | Highlights |radically right| None
data/compact2248.txt https://www.compact-online.de/bilderberger-verwandeln-dresdener-innenstadt-zum-sperrgebiet/ 2016-06-07 |['Max Z. Kowalsky'] | Highlights |radically right| None
data/compact2249.txt https://www.compact-online.de/74053-2/ 2016-06-07 |['Karel Meissner'] | Internationale Politik |radically right| None
data/compact2250.txt https://www.compact-online.de/ist-jetzt-rechts-das-neue-links/ 2016-06-07 |['Esmiralda Sturm'] | Innenpolitik |radically right| None
data/compact2251.txt https://www.compact-online.de/merkel-an-schland-ein-paar-millionen-invasoren-kommen-noch/ 2016-06-06 |['Katja Wolters'] | Highlights |radically right| None
data/compact2252.txt https://www.compact-online.de/junckers-putschtruppen/ 2016-06-06 |['Jürgen Elsässer'] | Highlights |radically right| None
data/compact2253.txt https://www.compact-online.de/oezdemir-nach-mord-drohungen-leider-gibt-es-auch-eine-tuerkische-pegida/ 2016-06-06 |['V. Berger'] | Highlights |radically right| None
data/compact2254.txt https://www.compact-online.de/schweizer-sagen-nein-zum-bedingungslosen-grundeinkommen/ 2016-06-06 |['A. Benjamine Moser'] | Innenpolitik |radically right| None
data/compact2255.txt https://www.compact-online.de/compact-tv-elsaessers-rede-zur-zensur-in-der-brd-diktatur-merkel/ 2016-06-05 |['COMPACT-TV'] | Highlights |radically right| None
data/compact2256.txt https://www.compact-online.de/heute-volksbefragung-in-der-schweiz-fuer-oder-gegen-bedingungsloses-grundeinkommen/ 2016-06-05 |['Kristin von Appen'] | Internationale Politik |radically right| None
data/compact2257.txt https://www.compact-online.de/boateng-affaere-medienversagen-ungeheuerlichen-ausmasses/ 2016-06-05 |['Gast Autor'] | Highlights |radically right| None
data/compact2258.txt https://www.compact-online.de/mekka-reise-auch-frauke-petry-kritisiert-mesut-oezil/ 2016-06-04 |['Tino Perlick'] | Allgemein |radically right| None
data/compact2259.txt https://www.compact-online.de/erdogan-ueber-armemien-resoltion-merkel-hat-mich-verraten-oezdemier-in-tuerkei-nicht-mehr-willkommen/ 2016-06-04 |['V. Berger'] | Internationale Politik |radically right| None
data/compact2260.txt https://www.compact-online.de/mordaufrufe-gegen-compact-chefredakteur/ 2016-06-03 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact2261.txt https://www.compact-online.de/arnsdorf-polizei-verteidigt-buergerwehr-rausschmeisser-sitzt-im-cdu-gemeinderat/ 2016-06-03 |['Max Z. Kowalsky'] | Highlights |radically right| None
data/compact2262.txt https://www.compact-online.de/trump-fordert-hillary-in-den-knast-plus-psychogramm-des-praesidentschaftskandidaten/ 2016-06-03 |['Dr. Hartmut Grebe'] | Internationale Politik |radically right| None
data/compact2263.txt https://www.compact-online.de/antifa-pluendert-deutsche-fans-bei-der-em/ 2016-06-03 |['V. Berger'] | Highlights |radically right| None
data/compact2264.txt https://www.compact-online.de/afd-kann-mit-bushido-rechnen/ 2016-06-03 |['Stefan Lüdemann'] | Internationale Politik |radically right| None
data/compact2265.txt https://www.compact-online.de/is-plante-terror-in-duesseldorfer-altstadt-drei-syrer-festgenommen/ 2016-06-02 |['Katja Wolters'] | Highlights |radically right| None
data/compact2266.txt https://www.compact-online.de/luegenpresse-in-aktion-der-fluechtling-und-die-boese-buergerwehr-video/ 2016-06-02 |['Max Z. Kowalsky'] | Highlights |radically right| None
data/compact2267.txt https://www.compact-online.de/bundestag-armenienmassaker-war-genozid-tuerkei-tobt/ 2016-06-02 |['Paula Varga'] | Highlights |radically right| None
data/compact2268.txt https://www.compact-online.de/krise-in-der-csu-konservative-verlassen-die-partei/ 2016-06-02 |['V. Berger'] | Innenpolitik |radically right| None
data/compact2269.txt https://www.compact-online.de/eu-ratspraesident-das-gespenst-des-zerfalls-geht-um-in-europa/ 2016-06-02 |['Esmiralda Sturm'] | Highlights |radically right| None
data/compact2270.txt https://www.compact-online.de/lauf-maas-lauf-plus-video-von-compact-tv/ 2016-06-02 |['Esmiralda Sturm'] | Innenpolitik |radically right| None
data/compact2271.txt https://www.compact-online.de/hat-sie-irgendjemand-gewaehlt-frau-lagarde-bierdeckel-werben-fuer-den-brexit/ 2016-06-01 |['Tino Perlick'] | Internationale Politik |radically right| None
data/compact2272.txt https://www.compact-online.de/tony-blair-kommt-mit-irak-blutbad-davon/ 2016-06-01 |['Max Z. Kowalsky'] | Highlights |radically right| None
data/compact2273.txt https://www.compact-online.de/oesterreichische-logenwahl-briefwahl-faelschen-kann-jeder/ 2016-06-01 |['Wolfgang Eggert'] | Internationale Politik |radically right| None
data/compact2274.txt https://www.compact-online.de/deutschland-kein-arabisches-land-wie-rechts-ist-der-dalai-lama/ 2016-06-01 |['Valentina Schacht'] | Highlights |radically right| None
data/compact2275.txt https://www.compact-online.de/gender-und-mc-kinsey-linkspartei-mit-neuer-hoffnungstraegerin/ 2016-05-31 |['Stefan Lüdemann'] | Innenpolitik |radically right| None
data/compact2276.txt https://www.compact-online.de/erneute-sexattacken-auf-junge-frauen/ 2016-05-31 |['Katja Wolters'] | Highlights |radically right| None
data/compact2277.txt https://www.compact-online.de/neue-anti-terror-gesetze-internationale-ueberwachung-und-rechtsfreie-raeume/ 2016-05-31 |['V. Berger'] | Innenpolitik |radically right| None
data/compact2278.txt https://www.compact-online.de/konformistenpresse-foult-gauland-wechselt-petry-aus/ 2016-05-30 |['Tino Perlick'] | Highlights |radically right| None
data/compact2279.txt https://www.compact-online.de/afd-gauland-nicht-jeder-nachbar-ist-willkommen/ 2016-05-30 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact2280.txt https://www.compact-online.de/oesterreich-wahl-zwischen-uganda-und-dollfuss/ 2016-05-30 |['Wolfgang Eggert'] | Allgemein |radically right| None
data/compact2281.txt https://www.compact-online.de/brief-an-die-putzfrau-der-spd/ 2016-05-29 |['Jürgen Elsässer'] | Innenpolitik |radically right| None
data/compact2282.txt https://www.compact-online.de/73730-2/ 2016-05-29 |['Karel Meissner'] | Highlights |radically right| None
data/compact2283.txt https://www.compact-online.de/antifa-attentat-auf-sahra-wagenknecht-mit-brauner-schokoladentorte/ 2016-05-28 |['Karel Meissner'] | Highlights |radically right| None
data/compact2284.txt https://www.compact-online.de/grosser-em-krimi-mit-is-attentaetern-us-geheimdiensten-bahnstreik-und-einem-asozialdemokratischen-praesidenten/ 2016-05-28 |['Paula Varga'] | Internationale Politik |radically right| None
data/compact2285.txt https://www.compact-online.de/das-pluenderungsstadium-des-kapitalismus-deutschlands-angriff-auf-den-iwf/ 2016-05-28 |['Paul Craig Roberts'] | Highlights |radically right| None
data/compact2286.txt https://www.compact-online.de/obama-in-hiroshima-amnesie-statt-abbitte/ 2016-05-27 |['Max Z. Kowalsky'] | Highlights |radically right| None
data/compact2287.txt https://www.compact-online.de/panik-auf-der-eu-titanic/ 2016-05-27 |['Esmiralda Sturm'] | Internationale Politik |radically right| None
data/compact2288.txt https://www.compact-online.de/unterstellter-rassismus-ard-verfaelscht-norbert-hofer-zitat/ 2016-05-27 |['Federico Bischoff'] | Highlights |radically right| None
data/compact2289.txt https://www.compact-online.de/nur-durch-eine-volkserhebung-aufzuhalten/ 2016-05-26 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact2290.txt https://www.compact-online.de/trumps-krieg-gegen-apple-amazon-und-facebook/ 2016-05-26 |['Valentina Schacht'] | Internationale Politik |radically right| None
data/compact2291.txt https://www.compact-online.de/slowakei-muslime-veraendern-unsere-tradition/ 2016-05-26 |['Katja Wolters'] | Highlights |radically right| None
data/compact2292.txt https://www.compact-online.de/samstag-ist-der-neue-donnerstag-compact-aendert-den-erscheinungstermin/ 2016-05-26 |['COMPACT'] | Highlights |radically right| None
data/compact2293.txt https://www.compact-online.de/oesi-wahl-durch-ungueltige-stimmen-entschieden/ 2016-05-25 |['Wolfgang Eggert'] | Internationale Politik |radically right| None
data/compact2294.txt https://www.compact-online.de/spektakulaere-wende-in-neonaziprozess-zeugin-belastet-katja-kipping-linke-soll-zu-verbindungen-mit-linksextremisten-aussagen/ 2016-05-25 |['Tino Perlick'] | Highlights |radically right| None
data/compact2295.txt https://www.compact-online.de/linker-verfassungschutznachfolger-in-planung/ 2016-05-25 |['V. Berger'] | Innenpolitik |radically right| None
data/compact2296.txt https://www.compact-online.de/noam-chomsky-erklaert-die-meinungsfreiheit/ 2016-05-24 |['Tino Perlick'] | Highlights |radically right| None
data/compact2297.txt https://www.compact-online.de/droge-trump/ 2016-05-24 |['Dr. Hartmut Grebe'] | Internationale Politik |radically right| None
data/compact2298.txt https://www.compact-online.de/alpen-waehler-knallen-den-volksparteien-einen-vor-den-latz/ 2016-05-24 |['Willy Wimmer'] | Allgemein |radically right| None
data/compact2299.txt https://www.compact-online.de/datenleak-wahlbehoerde-im-rotschwarzen-innenministerium-meldet-politisch-korrektes-wahlergebnis/ 2016-05-23 |['Wolfgang Eggert'] | Allgemein |radically right| None
data/compact2300.txt https://www.compact-online.de/linke-unkultur-wie-man-die-jugend-zum-hass-erzieht/ 2016-05-23 |['Marc Dassen'] | Highlights |radically right| None
data/compact2301.txt https://www.compact-online.de/filterblase-welchen-beitrag-leistet-facebook-zu-volksverhetzung/ 2016-05-23 |['Arne Fischer'] | Allgemein |radically right| None
data/compact2302.txt https://www.compact-online.de/vaclav-klaus/ 2016-05-23 |['COMPACT'] | Allgemein |radically right| None
data/compact2303.txt https://www.compact-online.de/willy-wimmer/ 2016-05-23 |['COMPACT'] | Allgemein |radically right| None
data/compact2304.txt https://www.compact-online.de/der-waehler-legt-sich-quer/ 2016-05-23 |['Willy Wimmer'] | Internationale Politik |radically right| None
data/compact2305.txt https://www.compact-online.de/oesterreich-wahl-egal-wie-es-ausgeht-multikulti-hat-verloren/ 2016-05-22 |['Gast Autor'] | Highlights |radically right| None
data/compact2306.txt https://www.compact-online.de/un-verlangt-globale-internetzensur/ 2016-05-22 |['Karel Meissner'] | Highlights |radically right| None
data/compact2307.txt https://www.compact-online.de/der-niedergang-des-focus-oder-wenn-fakten-durch-fiktion-ersetzt-werden/ 2016-05-21 |['COMPACT-Magazin'] | Highlights |radically right| None
data/compact2308.txt https://www.compact-online.de/berliner-professor-deutsche-maenner-sind-hilflos-bei-physischer-gewalt/ 2016-05-21 |['Esmiralda Sturm'] | Innenpolitik |radically right| None
data/compact2309.txt https://www.compact-online.de/wahnsinn-hamburger-is-maertyrer-bekommt-christlich-muslimische-trauerfeier/ 2016-05-21 |['Katja Wolters'] | Innenpolitik |radically right| None
data/compact2310.txt https://www.compact-online.de/compact-tv-pirincci-kubitschek-und-elsaesser-in-magdeburg-video-mitschnitt/ 2016-05-20 |['COMPACT-TV'] | Allgemein |radically right| None
data/compact2311.txt https://www.compact-online.de/neoliberale-sozialdemokraten-wie-ueberfluessig-ist-das-denn/ 2016-05-20 |['Kristin von Appen'] | Innenpolitik |radically right| None
data/compact2312.txt https://www.compact-online.de/video-russe-holt-drohne-mit-speerwurf-vom-himmel/ 2016-05-20 |['Max Z. Kowalsky'] | Allgemein |radically right| None
data/compact2313.txt https://www.compact-online.de/nato-greift-nach-montenegro-provoziert-russland/ 2016-05-20 |['Katja Wolters'] | Highlights |radically right| None
data/compact2314.txt https://www.compact-online.de/der-unabhaengigkeitstag-von-bruneck-eine-nachbetrachtung/ 2016-05-19 |['Reynke de Vos'] | Internationale Politik |radically right| None
data/compact2315.txt https://www.compact-online.de/absturz-von-egyptair-804-hinweise-auf-terroranschlag-verdichten-sich/ 2016-05-19 |['Tino Perlick'] | Allgemein |radically right| None
data/compact2316.txt https://www.compact-online.de/eu-menschenhandel-milliarden-fuer-fluechtlingsstopp-jetzt-auch-an-afrika/ 2016-05-19 |['Valentina Schacht'] | Highlights |radically right| None
data/compact2317.txt https://www.compact-online.de/wahlkampf-politik-und-rotlicht/ 2016-05-19 |['Stefan Lüdemann'] | Innenpolitik |radically right| None
data/compact2318.txt https://www.compact-online.de/boese-buben-im-dreierpack-pirincci-kubitschek-und-elsaesser-am-19-5-in-magdeburg/ 2016-05-19 |['COMPACT'] | Highlights |radically right| None
data/compact2319.txt https://www.compact-online.de/ttip-enthuellung-sigmar-gabriel-draengt-auf-private-schiedsgerichte/ 2016-05-18 |['Karel Meissner'] | Internationale Politik |radically right| None
data/compact2320.txt https://www.compact-online.de/lampedusa-asylforderer-brennen-wohnheim-nieder/ 2016-05-18 |['Max Z. Kowalsky'] | Highlights |radically right| None
data/compact2321.txt https://www.compact-online.de/us-senat-saudi-arabien-darf-wegen-9-11-verklagt-werden/ 2016-05-18 |['V. Berger'] | Internationale Politik |radically right| None
data/compact2322.txt https://www.compact-online.de/karneval-der-kulturen-in-berlin-arabische-sex-attacken-inklusive/ 2016-05-17 |['Katja Wolters'] | Allgemein |radically right| None
data/compact2323.txt https://www.compact-online.de/spd-politiker-fordert-afd-politiker-attackieren/ 2016-05-17 |['Esmiralda Sturm'] | Highlights |radically right| None
data/compact2324.txt https://www.compact-online.de/ramstein-die-friedensbewegung-und-die-fehlende-souveraenitaet/ 2016-05-17 |['Arne Fischer'] | Allgemein |radically right| None
data/compact2325.txt https://www.compact-online.de/ukraine-rassistische-attacken-auf-esc-siegerin-jamala/ 2016-05-16 |['Karel Meissner'] | Highlights |radically right| None
data/compact2326.txt https://www.compact-online.de/wie-angela-merkel-die-cdu-zerlegt-und-warum-das-alle-deutschen-etwas-angeht/ 2016-05-16 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact2327.txt https://www.compact-online.de/antisemitismus-in-der-cdu-solange-es-keine-andere-partei-ist/ 2016-05-16 |['Stefan Lüdemann'] | Allgemein |radically right| None
data/compact2328.txt https://www.compact-online.de/versammlungsrecht-durchgesetzt-500-leute-im-hofbraeukeller/ 2016-05-15 |['Jürgen Elsässer'] | Innenpolitik |radically right| None
data/compact2329.txt https://www.compact-online.de/boris-johnson-eu-ist-wie-hitler-und-napoleon/ 2016-05-15 |['Valentina Schacht'] | Highlights |radically right| None
data/compact2330.txt https://www.compact-online.de/politik-und-kriegsbegeisterung-statt-musik-der-esc-2016/ 2016-05-15 |['Stefan Lüdemann'] | Highlights |radically right| None
data/compact2331.txt https://www.compact-online.de/willkommen-zur-horror-terrorshow/ 2016-05-14 |['Marc Dassen'] | Internationale Politik |radically right| None
data/compact2332.txt https://www.compact-online.de/schweinskopf-fuer-merkel-boeller-fuer-die-afd-zwei-anschlaege-zweierlei-mass/ 2016-05-14 |['V. Berger'] | Highlights |radically right| None
data/compact2333.txt https://www.compact-online.de/heuler-der-woche-multikulti-professor-macht-islamophobie-fuer-globale-erderwaermung-verantwortlich/ 2016-05-14 |['Max Z. Kowalsky'] | Internationale Politik |radically right| None
data/compact2334.txt https://www.compact-online.de/sklaven-des-mikrochips/ 2016-05-13 |['Tino Perlick'] | Highlights |radically right| None
data/compact2335.txt https://www.compact-online.de/ehre-sei-allah-londons-nahverkehrsbusse-werben-fuer-den-islam/ 2016-05-13 |['Katja Wolters'] | Highlights |radically right| None
data/compact2336.txt https://www.compact-online.de/brasilien-us-hoeriger-vize-putscht-gegen-gewaehlte-regierung/ 2016-05-13 |['Karel Meissner'] | Highlights |radically right| None
data/compact2337.txt https://www.compact-online.de/ex-berufsoffizier-und-afd-vorstand-warnt-vor-europa-armee/ 2016-05-12 |['Tino Perlick'] | Allgemein |radically right| None
data/compact2338.txt https://www.compact-online.de/die-volksfront-von-juttaea-das-vierte-laterankonzil-und-der-aluhut/ 2016-05-12 |['Arne Fischer'] | Allgemein |radically right| None
data/compact2339.txt https://www.compact-online.de/erdogan-berater-erpresst-eu-ohne-visumfreiheit-schicken-wir-die-fluechtlinge/ 2016-05-11 |['Max Z. Kowalsky'] | Highlights |radically right| None
data/compact2340.txt https://www.compact-online.de/gabriel-verschlaeft-34-milliarden-euro/ 2016-05-11 |['Stefan Lüdemann'] | Innenpolitik |radically right| None
data/compact2341.txt https://www.compact-online.de/quoten-asyl-in-ungarn-orban-will-referendum/ 2016-05-11 |['V. Berger'] | Highlights |radically right| None
data/compact2342.txt https://www.compact-online.de/flinten-uschi-will-bundeswehr-mit-tausenden-soldaten-aufstocken-auch-mit-migranten/ 2016-05-10 |['Katja Wolters'] | Innenpolitik |radically right| None
data/compact2343.txt https://www.compact-online.de/oesterreich-brexit-establishment-bekommt-panik-und-droht/ 2016-05-10 |['Esmiralda Sturm'] | Allgemein |radically right| None
data/compact2344.txt https://www.compact-online.de/oesterreich-ende-der-fpoe-ausgrenzung/ 2016-05-10 |['Stefan Lüdemann'] | Internationale Politik |radically right| None
data/compact2345.txt https://www.compact-online.de/compact-tv-asylheime-so-leiden-christen-unter-islam-terror/ 2016-05-09 |['COMPACT-TV'] | Highlights |radically right| None
data/compact2346.txt https://www.compact-online.de/faymann-zurueckgetreten-jetzt-muss-merkel-folgen-oder-wenigstens-gabriel/ 2016-05-09 |['Jürgen Elsässer'] | Internationale Politik |radically right| None
data/compact2347.txt https://www.compact-online.de/faymann-zurueckgetreten-jetzt-muss-merkel-folgen-oder-wenigstens-gabriel/ 2016-05-09 |['Jürgen Elsässer'] | Internationale Politik |radically right| None
data/compact2348.txt https://www.compact-online.de/konformistischer-forscher-afd-waehler-als-maengelwesen/ 2016-05-09 |['V. Berger'] | Innenpolitik |radically right| None
data/compact2349.txt https://www.compact-online.de/system-neige-im-westen/ 2016-05-09 |['Willy Wimmer'] | Highlights |radically right| None
data/compact2350.txt https://www.compact-online.de/gutmenschen-toeten-fluechtlinge-fuer-no-border-propagandafilm/ 2016-05-08 |['Marc Dassen'] | Highlights |radically right| None
data/compact2351.txt https://www.compact-online.de/cdu-politiker-fordert-bestraft-ttip-leaking/ 2016-05-08 |['Karel Meissner'] | Highlights |radically right| None
data/compact2352.txt https://www.compact-online.de/vom-blutsonntag-zum-alltagsfaschismus-im-gedenken-gedanken-vor-einer-bedrueckenden-wahl-in-bozen/ 2016-05-08 |['Reynke de Vos'] | Internationale Politik |radically right| None
data/compact2353.txt https://www.compact-online.de/gender-terror-britische-schulbezirke-fragen-vierjaehrige-welches-geschlecht-sie-sein-wollen/ 2016-05-07 |['Max Z. Kowalsky'] | Highlights |radically right| None
data/compact2354.txt https://www.compact-online.de/zwei-klassen-eu-revolte-der-kleinen-mitgliedsstaaten/ 2016-05-07 |['Karel Meissner'] | Highlights |radically right| None
data/compact2355.txt https://www.compact-online.de/brd-sprech-aengste-ernst-nehmen/ 2016-05-06 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact2356.txt https://www.compact-online.de/hofberichterstattung-luegenpresse-studie-stellt-ein-vernichtendes-urteil-aus/ 2016-05-06 |['Tino Perlick'] | Highlights |radically right| None
data/compact2357.txt https://www.compact-online.de/usa-mexiko-delfin-massaker-fuer-freihandelsvertrag/ 2016-05-06 |['Kristin von Appen'] | Highlights |radically right| None
data/compact2358.txt https://www.compact-online.de/antifaterror-zu-himmelfahrt-linker-mob-zieht-durch-bjoern-hoeckes-heimatort/ 2016-05-05 |['Katja Wolters'] | Highlights |radically right| None
data/compact2359.txt https://www.compact-online.de/umfrage-afd-nur-noch-5-prozent-unter-spd/ 2016-05-05 |['Karel Meissner'] | Highlights |radically right| None
data/compact2360.txt https://www.compact-online.de/britische-kommunalwahlen-pruefstein-fuer-jeremy-corbyn/ 2016-05-05 |['Tino Perlick'] | Highlights |radically right| None
data/compact2361.txt https://www.compact-online.de/nato-deutschland-vor-petersburg/ 2016-05-04 |['Gast Autor'] | Highlights |radically right| None
data/compact2362.txt https://www.compact-online.de/kasich-wirft-das-handtuch-trump-ist-praesidentschaftskandidat/ 2016-05-04 |['Max Z. Kowalsky'] | Internationale Politik |radically right| None
data/compact2363.txt https://www.compact-online.de/eliten-konferenz-widmet-sich-der-abschaffung-menschlicher-arbeitskraft/ 2016-05-04 |['Tino Perlick'] | Highlights |radically right| None
data/compact2364.txt https://www.compact-online.de/spd-generalsekretaerin-wir-sind-eine-alternative-fuer-afd-waehler/ 2016-05-04 |['Esmiralda Sturm'] | Innenpolitik |radically right| None
data/compact2365.txt https://www.compact-online.de/afd-anstoss-zur-debatte/ 2016-05-04 |['COMPACT-Magazin'] | Allgemein |radically right| None
